LABEL,SENSOR_A,SENSOR_B,TIME,container_id
DEPART_TRAIN,15,-68,2015-11-21T21:35:48.577695,776
UNLOAD_SHIP,-174,-1,2015-08-31T01:07:18.830333,777
LOAD_TRAIN,60,20,2015-09-03T03:37:41.641913,777
NOISE,111,94,2015-09-03T08:41:25.641913,777
DEPART_TRAIN,0,84,2015-09-04T01:40:07.339040,777
NOISE,68,105,2015-09-04T08:03:03.339040,777
NOISE,101,-43,2015-02-12T04:14:29.862738,778
UNLOAD_SHIP,-285,51,2015-02-12T09:14:13.872295,778
LOAD_TRAIN,99,-47,2015-02-15T14:50:28.135655,778
DEPART_TRAIN,-24,-131,2015-02-16T10:38:05.693448,778
UNLOAD_SHIP,-229,-47,2015-01-30T00:55:56.151424,779
LOAD_TRAIN,75,13,2015-02-02T07:59:36.668534,779
NOISE,49,-31,2015-02-02T17:17:55.668534,779
DEPART_TRAIN,-7,-67,2015-02-03T08:53:12.527294,779
NOISE,86,-57,2015-02-03T10:30:28.527294,779
UNLOAD_SHIP,-190,23,2015-07-27T17:57:53.433392,780
LOAD_TRAIN,133,23,2015-07-30T13:26:44.604237,780
DEPART_TRAIN,-22,74,2015-07-31T06:32:58.124763,780
UNLOAD_SHIP,-164,32,2015-10-04T08:47:42.719935,781
LOAD_TRAIN,125,-13,2015-10-07T02:05:06.423398,781
NOISE,94,80,2015-10-07T09:05:34.423398,781
NOISE,69,91,2015-10-07T10:47:21.423398,781
DEPART_TRAIN,-22,-127,2015-10-07T21:30:49.594957,781
NOISE,119,82,2015-10-07T22:56:30.594957,781
NOISE,37,-86,2015-10-08T00:34:39.594957,781
NOISE,109,32,2015-02-23T01:56:57.700040,782
UNLOAD_SHIP,-284,-57,2015-02-25T09:01:58.011357,782
NOISE,45,-88,2015-02-26T20:35:46.011357,782
LOAD_TRAIN,100,-41,2015-02-28T05:07:27.097058,782
NOISE,43,-45,2015-02-28T08:49:19.097058,782
DEPART_TRAIN,-35,-94,2015-03-01T11:59:09.685412,782
NOISE,66,-90,2015-03-01T18:39:04.685412,782
UNLOAD_SHIP,-304,48,2015-11-10T19:06:28.655022,783
LOAD_TRAIN,134,38,2015-11-13T21:16:44.293867,783
DEPART_TRAIN,-37,-62,2015-11-15T00:02:02.225507,783
UNLOAD_SHIP,-199,6,2015-11-29T10:31:34.872543,784
NOISE,74,-88,2015-11-30T18:27:56.872543,784
LOAD_TRAIN,72,14,2015-12-02T09:43:00.368291,784
DEPART_TRAIN,-6,-62,2015-12-03T13:46:46.752344,784
UNLOAD_SHIP,-265,-14,2015-08-04T08:15:44.413236,785
LOAD_TRAIN,89,-2,2015-08-07T01:32:59.195318,785
DEPART_TRAIN,-12,-116,2015-08-07T20:24:34.681366,785
UNLOAD_SHIP,-157,-53,2015-12-14T01:17:07.587139,786
NOISE,43,-117,2015-12-14T06:02:57.587139,786
LOAD_TRAIN,95,26,2015-12-16T23:41:18.107236,786
DEPART_TRAIN,-36,-97,2015-12-17T23:12:43.923597,786
UNLOAD_SHIP,-279,-64,2015-07-03T01:45:45.392370,787
NOISE,7,-94,2015-07-04T13:04:26.392370,787
LOAD_TRAIN,132,24,2015-07-05T21:24:46.665347,787
NOISE,25,114,2015-07-06T02:13:18.665347,787
DEPART_TRAIN,35,107,2015-07-06T18:04:28.332129,787
NOISE,99,117,2015-07-06T20:45:05.332129,787
NOISE,0,-95,2015-06-19T09:24:21.027389,788
UNLOAD_SHIP,-232,-5,2015-06-21T11:23:24.642622,788
LOAD_TRAIN,86,36,2015-06-24T04:12:45.696013,788
DEPART_TRAIN,4,-130,2015-06-25T09:51:07.543573,788
NOISE,112,-14,2015-10-10T06:15:31.965104,789
UNLOAD_SHIP,-156,12,2015-10-10T11:33:26.969027,789
LOAD_TRAIN,75,-41,2015-10-13T06:10:10.731923,789
DEPART_TRAIN,22,-112,2015-10-14T10:51:50.516255,789
NOISE,45,-95,2015-10-31T00:45:32.709868,790
UNLOAD_SHIP,-173,-65,2015-11-02T09:33:12.998770,790
LOAD_TRAIN,113,32,2015-11-05T13:35:49.276254,790
DEPART_TRAIN,-4,-77,2015-11-06T19:45:03.756573,790
NOISE,82,-52,2015-10-05T20:06:35.858950,791
UNLOAD_SHIP,-145,-48,2015-10-06T16:24:34.006048,791
LOAD_TRAIN,98,-14,2015-10-09T13:09:14.829281,791
DEPART_TRAIN,11,-84,2015-10-10T06:21:42.226048,791
UNLOAD_SHIP,-274,-39,2015-10-13T09:50:08.106245,792
LOAD_TRAIN,111,28,2015-10-16T04:20:31.627961,792
NOISE,99,35,2015-10-16T09:25:00.627961,792
DEPART_TRAIN,32,-134,2015-10-16T22:49:26.253940,792
NOISE,110,11,2015-10-18T01:39:06.253940,792
UNLOAD_SHIP,-290,-17,2015-11-21T23:58:07.635088,793
NOISE,32,-85,2015-11-23T17:26:04.635088,793
NOISE,99,-109,2015-11-24T10:42:41.635088,793
LOAD_TRAIN,136,-32,2015-11-25T05:02:37.135292,793
NOISE,17,93,2015-11-25T21:09:42.135292,793
DEPART_TRAIN,-9,-82,2015-11-26T01:43:33.988336,793
NOISE,5,-1,2015-11-27T06:11:30.988336,793
UNLOAD_SHIP,-174,42,2015-12-23T19:30:19.809782,794
NOISE,0,-115,2015-12-24T18:15:33.809782,794
LOAD_TRAIN,79,32,2015-12-27T02:00:26.785617,794
NOISE,3,17,2015-12-27T23:15:29.785617,794
DEPART_TRAIN,14,-137,2015-12-28T03:45:12.070045,794
NOISE,71,11,2015-12-29T02:34:35.070045,794
NOISE,73,-34,2015-02-22T07:22:25.864030,795
UNLOAD_SHIP,-297,-22,2015-02-23T06:32:00.918150,795
LOAD_TRAIN,100,35,2015-02-26T00:22:38.503493,795
DEPART_TRAIN,-7,-91,2015-02-26T23:45:15.651887,795
NOISE,67,102,2015-09-19T23:02:49.525556,796
UNLOAD_SHIP,-282,8,2015-09-22T16:28:19.641063,796
NOISE,13,-108,2015-09-24T13:19:09.641063,796
LOAD_TRAIN,69,-43,2015-09-25T15:03:35.638122,796
NOISE,86,42,2015-09-26T17:59:43.638122,796
DEPART_TRAIN,-29,-55,2015-09-26T18:29:48.342927,796
NOISE,94,42,2015-09-26T21:53:48.342927,796
UNLOAD_SHIP,-251,25,2015-08-13T09:51:35.667948,797
NOISE,106,115,2015-08-15T07:29:06.667948,797
LOAD_TRAIN,61,-38,2015-08-16T09:34:42.041820,797
DEPART_TRAIN,19,141,2015-08-17T05:27:09.206497,797
NOISE,0,-58,2015-10-27T04:16:23.749738,798
NOISE,28,-108,2015-10-27T18:14:31.749738,798
UNLOAD_SHIP,-184,-42,2015-10-28T03:27:01.442411,798
LOAD_TRAIN,71,-26,2015-10-30T23:50:47.566257,798
NOISE,42,-102,2015-10-31T08:17:35.566257,798
DEPART_TRAIN,13,-60,2015-11-01T03:45:55.296742,798
NOISE,95,59,2015-11-01T08:07:41.296742,798
NOISE,38,-119,2015-08-13T20:03:32.101537,799
UNLOAD_SHIP,-131,-6,2015-08-14T19:19:42.327925,799
NOISE,116,66,2015-08-15T14:41:27.327925,799
LOAD_TRAIN,129,-15,2015-08-18T00:00:16.623672,799
DEPART_TRAIN,-13,66,2015-08-19T06:55:00.789819,799
NOISE,31,102,2015-07-11T07:52:56.926308,800
UNLOAD_SHIP,-138,-13,2015-07-12T05:43:31.013446,800
LOAD_TRAIN,136,-25,2015-07-15T06:35:13.471440,800
DEPART_TRAIN,10,-126,2015-07-16T01:37:38.354088,800
UNLOAD_SHIP,-245,23,2015-11-08T10:10:31.345539,801
LOAD_TRAIN,74,12,2015-11-11T15:03:41.233239,801
DEPART_TRAIN,11,-60,2015-11-12T16:08:40.038907,801
NOISE,52,-2,2015-12-16T05:11:34.221241,802
UNLOAD_SHIP,-228,-45,2015-12-16T14:51:10.680339,802
LOAD_TRAIN,131,34,2015-12-19T13:40:45.945242,802
DEPART_TRAIN,-11,119,2015-12-20T10:04:34.346657,802
UNLOAD_SHIP,-272,30,2015-03-16T05:54:50.846443,803
NOISE,86,103,2015-03-17T05:29:44.846443,803
NOISE,69,-46,2015-03-18T04:47:32.846443,803
LOAD_TRAIN,132,19,2015-03-19T12:06:35.947493,803
DEPART_TRAIN,-36,-85,2015-03-20T15:53:05.431720,803
UNLOAD_SHIP,-272,-9,2015-01-21T12:17:39.068402,804
NOISE,78,76,2015-01-22T12:43:25.068402,804
NOISE,15,83,2015-01-23T11:01:37.068402,804
LOAD_TRAIN,96,-13,2015-01-24T15:55:51.600604,804
DEPART_TRAIN,22,-114,2015-01-25T14:33:19.920498,804
NOISE,117,94,2015-07-28T21:13:41.934790,805
UNLOAD_SHIP,-204,24,2015-07-29T00:10:59.994410,805
LOAD_TRAIN,122,-41,2015-07-31T23:19:48.635523,805
DEPART_TRAIN,-37,-129,2015-08-02T01:12:42.684364,805
UNLOAD_SHIP,-184,15,2015-12-31T09:43:53.123766,806
LOAD_TRAIN,97,-25,2016-01-03T13:56:21.406960,806
DEPART_TRAIN,11,-95,2016-01-04T08:44:29.806995,806
UNLOAD_SHIP,-197,-25,2015-03-16T11:01:42.290040,807
LOAD_TRAIN,94,-30,2015-03-19T15:54:20.038745,807
NOISE,67,6,2015-03-20T15:06:52.038745,807
DEPART_TRAIN,11,97,2015-03-20T18:46:15.509010,807
NOISE,113,-80,2015-03-20T21:58:43.509010,807
NOISE,43,-5,2015-08-07T21:21:06.629526,808
UNLOAD_SHIP,-246,6,2015-08-07T23:18:56.309639,808
LOAD_TRAIN,88,-37,2015-08-11T06:08:17.143124,808
NOISE,112,9,2015-08-11T18:27:00.143124,808
DEPART_TRAIN,0,122,2015-08-12T12:51:13.916057,808
NOISE,96,-29,2015-08-12T22:39:51.916057,808
UNLOAD_SHIP,-220,-28,2016-01-01T14:29:33.486793,809
NOISE,42,-79,2016-01-02T00:54:38.486793,809
NOISE,92,104,2016-01-02T07:03:34.486793,809
LOAD_TRAIN,75,32,2016-01-04T20:46:20.735072,809
DEPART_TRAIN,27,-65,2016-01-05T19:35:05.424503,809
UNLOAD_SHIP,-160,31,2015-10-22T18:16:24.568838,810
NOISE,103,19,2015-10-24T11:28:18.568838,810
LOAD_TRAIN,109,-33,2015-10-25T20:03:47.755784,810
NOISE,41,-33,2015-10-25T22:52:43.755784,810
DEPART_TRAIN,36,-63,2015-10-27T02:19:11.536913,810
NOISE,67,7,2015-10-27T21:18:35.536913,810
UNLOAD_SHIP,-206,63,2015-01-08T08:09:04.728294,811
NOISE,76,-103,2015-01-10T19:41:59.728294,811
LOAD_TRAIN,84,-35,2015-01-11T12:52:32.969358,811
NOISE,35,-52,2015-01-12T05:34:14.969358,811
DEPART_TRAIN,-21,-113,2015-01-12T05:43:01.469062,811
NOISE,41,-15,2015-01-13T09:34:04.469062,811
UNLOAD_SHIP,-172,-1,2015-04-27T16:18:28.409630,812
LOAD_TRAIN,83,24,2015-04-30T13:37:56.892014,812
NOISE,9,-70,2015-05-01T15:43:50.892014,812
DEPART_TRAIN,32,-144,2015-05-01T18:08:18.026325,812
NOISE,106,82,2015-05-01T23:55:03.026325,812
UNLOAD_SHIP,-275,42,2015-11-02T20:19:06.487821,813
LOAD_TRAIN,60,26,2015-11-05T16:28:08.657037,813
NOISE,4,-81,2015-11-05T18:55:41.657037,813
DEPART_TRAIN,16,-107,2015-11-06T17:25:59.321528,813
NOISE,91,-60,2015-11-07T09:24:51.321528,813
NOISE,85,-55,2015-06-27T18:04:21.605017,814
UNLOAD_SHIP,-242,-37,2015-06-28T07:57:12.667752,814
NOISE,42,-37,2015-06-29T08:20:19.667752,814
LOAD_TRAIN,139,-47,2015-07-01T01:14:13.845820,814
DEPART_TRAIN,11,105,2015-07-01T20:31:58.148452,814
NOISE,102,-101,2015-02-22T12:29:33.452829,815
UNLOAD_SHIP,-165,43,2015-02-22T12:57:10.362567,815
NOISE,34,99,2015-02-23T15:56:56.362567,815
LOAD_TRAIN,97,-12,2015-02-25T11:37:14.978179,815
DEPART_TRAIN,0,-57,2015-02-26T10:32:52.999789,815
NOISE,3,109,2015-03-08T17:45:53.335683,816
UNLOAD_SHIP,-296,15,2015-03-09T08:41:49.532261,816
LOAD_TRAIN,92,47,2015-03-12T08:02:04.921244,816
DEPART_TRAIN,34,-60,2015-03-13T04:58:21.151466,816
UNLOAD_SHIP,-238,56,2015-11-14T16:19:43.482527,817
NOISE,42,23,2015-11-15T21:47:38.482527,817
LOAD_TRAIN,111,22,2015-11-17T10:27:43.729155,817
DEPART_TRAIN,-27,-90,2015-11-18T13:58:15.592725,817
UNLOAD_SHIP,-294,39,2015-07-26T02:16:53.540847,818
NOISE,99,13,2015-07-27T03:07:48.540847,818
NOISE,75,96,2015-07-28T17:00:08.540847,818
LOAD_TRAIN,87,-11,2015-07-28T20:24:27.318239,818
DEPART_TRAIN,8,-111,2015-07-29T17:37:11.693837,818
UNLOAD_SHIP,-259,46,2015-06-25T04:47:42.588507,819
NOISE,4,-35,2015-06-27T23:18:52.588507,819
LOAD_TRAIN,134,-39,2015-06-28T01:25:59.153754,819
NOISE,83,-71,2015-06-28T11:54:02.153754,819
DEPART_TRAIN,25,-96,2015-06-28T21:28:14.975723,819
NOISE,92,108,2015-06-28T22:06:50.975723,819
NOISE,28,58,2015-10-30T16:37:30.160042,820
NOISE,14,-11,2015-10-31T00:24:39.160042,820
NOISE,53,-97,2015-10-31T01:09:49.160042,820
UNLOAD_SHIP,-226,23,2015-10-31T06:09:48.203164,820
LOAD_TRAIN,96,25,2015-11-02T23:17:11.641861,820
NOISE,11,-42,2015-11-03T08:03:55.641861,820
DEPART_TRAIN,36,139,2015-11-03T21:59:36.364587,820
NOISE,26,22,2015-11-04T03:10:13.364587,820
UNLOAD_SHIP,-181,-2,2015-06-28T21:27:31.894953,821
LOAD_TRAIN,118,-45,2015-07-01T14:23:31.712084,821
NOISE,32,95,2015-07-02T00:53:52.712084,821
NOISE,14,-10,2015-07-02T06:04:05.712084,821
DEPART_TRAIN,-13,137,2015-07-02T08:47:37.752807,821
NOISE,40,-46,2015-07-02T18:54:08.752807,821
NOISE,101,19,2015-07-03T02:41:39.752807,821
UNLOAD_SHIP,-231,-55,2015-07-22T05:16:26.498363,822
LOAD_TRAIN,105,-1,2015-07-24T23:20:55.657517,822
NOISE,102,79,2015-07-25T12:18:00.657517,822
DEPART_TRAIN,36,-112,2015-07-25T18:56:37.427839,822
NOISE,115,-91,2015-07-26T06:27:44.427839,822
NOISE,50,19,2015-07-20T12:37:26.236706,823
NOISE,93,62,2015-07-20T21:22:10.236706,823
NOISE,43,6,2015-07-21T14:07:45.236706,823
UNLOAD_SHIP,-182,-50,2015-07-21T18:25:33.729887,823
LOAD_TRAIN,70,-26,2015-07-24T16:34:50.111091,823
NOISE,92,-4,2015-07-25T16:29:24.111091,823
DEPART_TRAIN,12,-128,2015-07-25T19:29:13.826408,823
NOISE,65,-23,2015-07-27T04:00:22.826408,823
NOISE,97,-87,2015-02-27T10:40:15.941132,824
UNLOAD_SHIP,-301,41,2015-02-28T04:08:00.515117,824
NOISE,84,-111,2015-03-01T19:17:14.515117,824
LOAD_TRAIN,118,50,2015-03-03T03:39:09.988773,824
DEPART_TRAIN,25,130,2015-03-03T20:51:40.595208,824
NOISE,40,-71,2015-10-02T23:46:36.080777,825
UNLOAD_SHIP,-283,-35,2015-10-04T13:00:35.761142,825
NOISE,5,-4,2015-10-07T12:23:27.761142,825
LOAD_TRAIN,65,-33,2015-10-07T16:35:21.398031,825
DEPART_TRAIN,13,-139,2015-10-08T18:13:14.496121,825
NOISE,33,-88,2015-06-28T21:23:00.233409,826
UNLOAD_SHIP,-143,10,2015-06-30T11:59:48.916558,826
NOISE,108,-120,2015-07-02T03:22:34.916558,826
LOAD_TRAIN,95,-22,2015-07-03T10:58:13.775090,826
DEPART_TRAIN,-19,-109,2015-07-04T08:54:40.414948,826
UNLOAD_SHIP,-183,-59,2015-11-21T01:33:16.417040,827
LOAD_TRAIN,133,30,2015-11-23T22:45:09.689650,827
NOISE,72,94,2015-11-24T03:48:53.689650,827
DEPART_TRAIN,21,-67,2015-11-24T21:31:47.860839,827
NOISE,0,-96,2015-11-25T14:45:40.860839,827
NOISE,11,-67,2015-03-17T02:31:19.877432,828
UNLOAD_SHIP,-217,-44,2015-03-18T22:22:36.119078,828
NOISE,4,-1,2015-03-20T05:26:38.119078,828
NOISE,35,37,2015-03-20T13:15:18.119078,828
LOAD_TRAIN,85,-25,2015-03-21T16:13:12.811069,828
DEPART_TRAIN,20,-145,2015-03-22T16:32:33.473535,828
UNLOAD_SHIP,-182,-25,2015-11-08T23:24:32.961477,829
LOAD_TRAIN,129,-40,2015-11-12T01:46:26.085757,829
NOISE,47,-86,2015-11-12T09:56:03.085757,829
NOISE,88,4,2015-11-12T11:02:35.085757,829
DEPART_TRAIN,-18,76,2015-11-13T00:21:17.228598,829
NOISE,62,-105,2015-11-13T09:09:50.228598,829
NOISE,90,96,2015-11-13T10:31:52.228598,829
UNLOAD_SHIP,-295,9,2015-09-04T23:25:14.900220,830
NOISE,63,-107,2015-09-06T11:55:55.900220,830
LOAD_TRAIN,132,-26,2015-09-08T02:35:28.591161,830
NOISE,58,-100,2015-09-08T19:57:18.591161,830
DEPART_TRAIN,-35,-56,2015-09-09T07:03:19.217444,830
NOISE,89,19,2015-09-09T10:59:11.217444,830
UNLOAD_SHIP,-211,-39,2015-12-01T02:52:18.463425,831
NOISE,40,-62,2015-12-01T11:02:54.463425,831
LOAD_TRAIN,125,34,2015-12-03T20:23:47.499471,831
NOISE,20,81,2015-12-04T04:40:22.499471,831
NOISE,32,-62,2015-12-04T07:32:08.499471,831
DEPART_TRAIN,27,-104,2015-12-04T17:45:18.650876,831
NOISE,110,17,2015-12-05T04:07:07.650876,831
NOISE,88,-53,2015-12-05T08:50:19.650876,831
NOISE,61,31,2015-08-17T05:34:20.972072,832
UNLOAD_SHIP,-202,-43,2015-08-18T08:49:37.511577,832
NOISE,3,-64,2015-08-19T17:12:06.511577,832
NOISE,91,-21,2015-08-20T07:05:37.511577,832
LOAD_TRAIN,117,11,2015-08-21T05:53:48.275959,832
NOISE,58,89,2015-08-22T04:01:40.275959,832
DEPART_TRAIN,-24,-76,2015-08-22T09:16:16.418507,832
NOISE,22,64,2015-08-23T20:09:35.418507,832
UNLOAD_SHIP,-213,-29,2015-11-30T03:59:15.742938,833
LOAD_TRAIN,70,-30,2015-12-02T23:36:37.830451,833
DEPART_TRAIN,21,66,2015-12-04T03:00:46.759170,833
NOISE,77,56,2015-02-22T02:16:56.962254,834
UNLOAD_SHIP,-223,14,2015-02-23T02:07:08.676853,834
NOISE,54,63,2015-02-23T08:18:51.676853,834
LOAD_TRAIN,87,-36,2015-02-26T07:54:12.569829,834
NOISE,32,62,2015-02-26T11:33:38.569829,834
NOISE,72,106,2015-02-27T04:24:40.569829,834
DEPART_TRAIN,-14,129,2015-02-27T08:02:02.689597,834
NOISE,37,-43,2015-02-27T14:17:56.689597,834
NOISE,53,101,2015-02-28T07:12:19.689597,834
NOISE,103,-54,2015-02-25T15:26:44.184454,835
UNLOAD_SHIP,-275,40,2015-02-26T22:55:48.646526,835
LOAD_TRAIN,83,-11,2015-03-02T03:31:59.587769,835
NOISE,86,-76,2015-03-02T13:38:40.587769,835
DEPART_TRAIN,28,-114,2015-03-03T09:56:03.266836,835
NOISE,21,-45,2015-03-04T09:55:31.266836,835
UNLOAD_SHIP,-280,7,2015-09-25T09:11:52.329231,836
LOAD_TRAIN,86,-8,2015-09-28T06:31:27.646734,836
NOISE,80,68,2015-09-28T16:08:49.646734,836
DEPART_TRAIN,-26,122,2015-09-29T11:30:25.173328,836
NOISE,58,78,2015-09-30T12:27:50.173328,836
UNLOAD_SHIP,-188,-9,2015-01-25T16:17:07.218428,837
LOAD_TRAIN,138,30,2015-01-28T18:12:24.225921,837
DEPART_TRAIN,21,-114,2015-01-30T00:22:13.405794,837
NOISE,65,-23,2015-01-30T02:35:32.172603,838
UNLOAD_SHIP,-284,23,2015-01-31T04:33:24.042317,838
LOAD_TRAIN,73,-46,2015-02-03T09:51:41.799336,838
NOISE,84,-81,2015-02-03T16:09:15.799336,838
NOISE,29,-2,2015-02-03T21:24:05.799336,838
DEPART_TRAIN,-24,-125,2015-02-04T12:58:15.288016,838
NOISE,80,17,2015-02-05T05:17:33.288016,838
NOISE,111,84,2015-02-05T08:36:22.288016,838
UNLOAD_SHIP,-178,-13,2015-10-20T14:36:58.839309,839
NOISE,48,6,2015-10-22T14:13:45.839309,839
NOISE,42,-103,2015-10-22T15:51:26.839309,839
LOAD_TRAIN,98,-13,2015-10-23T21:12:39.554385,839
DEPART_TRAIN,8,-126,2015-10-24T20:27:08.887525,839
UNLOAD_SHIP,-171,54,2015-05-21T22:09:06.306421,840
LOAD_TRAIN,71,-41,2015-05-25T02:39:54.531139,840
NOISE,83,-14,2015-05-25T07:15:35.531139,840
DEPART_TRAIN,7,-76,2015-05-26T04:28:12.059052,840
NOISE,71,102,2015-05-26T21:29:13.059052,840
NOISE,62,-11,2015-10-22T04:51:55.198719,841
UNLOAD_SHIP,-224,36,2015-10-24T11:38:24.178522,841
LOAD_TRAIN,105,-36,2015-10-27T11:34:31.774370,841
DEPART_TRAIN,-37,-105,2015-10-28T05:16:53.152857,841
UNLOAD_SHIP,-146,11,2015-08-09T19:36:16.569149,842
LOAD_TRAIN,96,21,2015-08-12T18:39:30.149608,842
NOISE,31,96,2015-08-12T21:57:35.149608,842
DEPART_TRAIN,-8,-97,2015-08-13T22:01:57.916248,842
NOISE,69,-51,2015-08-13T22:51:54.916248,842
NOISE,30,66,2015-03-01T20:16:48.292600,843
NOISE,23,0,2015-03-01T21:44:41.292600,843
NOISE,81,-27,2015-03-02T04:16:20.292600,843
NOISE,112,91,2015-03-03T03:26:36.292600,843
UNLOAD_SHIP,-153,-40,2015-03-04T10:33:05.365052,843
LOAD_TRAIN,121,-50,2015-03-07T13:46:47.051206,843
DEPART_TRAIN,40,-57,2015-03-08T19:48:16.917220,843
UNLOAD_SHIP,-250,44,2015-07-19T20:53:33.372348,844
NOISE,47,75,2015-07-21T09:35:48.372348,844
NOISE,9,106,2015-07-22T16:09:11.372348,844
LOAD_TRAIN,70,49,2015-07-22T20:58:57.146909,844
DEPART_TRAIN,14,131,2015-07-23T22:09:08.982112,844
UNLOAD_SHIP,-217,-48,2015-10-09T01:07:50.729640,845
NOISE,97,41,2015-10-10T21:28:03.729640,845
LOAD_TRAIN,92,-44,2015-10-12T06:06:40.933833,845
NOISE,86,-71,2015-10-12T13:18:33.933833,845
NOISE,17,-15,2015-10-13T00:25:26.933833,845
DEPART_TRAIN,11,-79,2015-10-13T06:55:03.874306,845
NOISE,7,56,2015-10-13T11:28:58.874306,845
NOISE,4,31,2015-10-14T00:59:13.874306,845
UNLOAD_SHIP,-151,-2,2015-01-30T21:31:01.225256,846
LOAD_TRAIN,65,-30,2015-02-02T19:36:34.864941,846
NOISE,11,79,2015-02-03T00:18:29.864941,846
DEPART_TRAIN,-32,-137,2015-02-03T13:46:03.897052,846
NOISE,33,31,2015-02-04T07:37:09.897052,846
UNLOAD_SHIP,-296,1,2015-04-14T07:05:39.270440,847
NOISE,85,52,2015-04-15T12:34:01.270440,847
LOAD_TRAIN,103,28,2015-04-17T11:36:55.595463,847
DEPART_TRAIN,0,110,2015-04-18T06:32:04.293577,847
UNLOAD_SHIP,-246,39,2015-07-22T13:27:36.873905,848
LOAD_TRAIN,65,-32,2015-07-25T12:24:13.679297,848
DEPART_TRAIN,-30,-64,2015-07-26T10:12:35.147533,848
UNLOAD_SHIP,-252,23,2015-08-07T01:26:02.075520,849
NOISE,27,-70,2015-08-07T05:47:17.075520,849
LOAD_TRAIN,140,27,2015-08-10T02:38:36.535819,849
NOISE,64,26,2015-08-10T18:06:06.535819,849
DEPART_TRAIN,-1,-69,2015-08-10T20:45:59.665708,849
NOISE,20,87,2015-08-10T20:52:49.665708,849
NOISE,0,40,2015-10-20T09:03:49.143898,850
UNLOAD_SHIP,-261,-34,2015-10-20T21:38:17.470654,850
NOISE,110,32,2015-10-21T09:18:56.470654,850
NOISE,16,-11,2015-10-22T05:27:58.470654,850
LOAD_TRAIN,79,49,2015-10-23T14:31:41.324409,850
DEPART_TRAIN,-24,-121,2015-10-24T11:32:27.989814,850
NOISE,66,-4,2015-04-17T07:48:06.345960,851
UNLOAD_SHIP,-250,-48,2015-04-18T02:59:32.912438,851
LOAD_TRAIN,93,-43,2015-04-21T08:03:50.782722,851
NOISE,41,30,2015-04-22T05:00:39.782722,851
DEPART_TRAIN,2,-127,2015-04-22T06:40:55.914670,851
NOISE,102,52,2015-04-23T20:14:09.914670,851
NOISE,42,48,2015-10-25T14:15:25.682991,852
NOISE,41,-91,2015-10-26T16:52:31.682991,852
UNLOAD_SHIP,-212,6,2015-10-27T06:24:19.941232,852
LOAD_TRAIN,138,-12,2015-10-30T11:43:29.694091,852
NOISE,57,118,2015-10-30T17:11:07.694091,852
DEPART_TRAIN,-27,-137,2015-10-31T07:38:59.930310,852
NOISE,37,64,2015-10-31T10:33:14.930310,852
UNLOAD_SHIP,-164,-25,2015-04-06T18:21:23.757770,853
NOISE,68,-19,2015-04-08T21:39:43.757770,853
LOAD_TRAIN,134,-41,2015-04-09T21:39:06.111685,853
NOISE,89,13,2015-04-10T17:01:36.111685,853
DEPART_TRAIN,-40,-100,2015-04-10T22:13:55.869004,853
NOISE,97,-28,2015-04-11T05:18:21.869004,853
UNLOAD_SHIP,-142,32,2015-05-21T15:39:22.431079,854
NOISE,96,-115,2015-05-22T10:50:54.431079,854
LOAD_TRAIN,72,11,2015-05-24T16:11:08.041008,854
DEPART_TRAIN,32,-86,2015-05-25T11:30:59.569675,854
UNLOAD_SHIP,-135,36,2015-06-23T05:22:08.036298,855
NOISE,45,69,2015-06-25T19:39:28.036298,855
LOAD_TRAIN,116,14,2015-06-26T02:24:04.675380,855
NOISE,59,0,2015-06-27T05:46:59.675380,855
DEPART_TRAIN,24,-79,2015-06-27T08:53:52.862233,855
NOISE,89,-117,2015-06-28T10:52:13.862233,855
UNLOAD_SHIP,-134,49,2015-08-29T21:34:29.462649,856
NOISE,75,19,2015-08-31T01:28:18.462649,856
NOISE,48,53,2015-09-01T10:30:15.462649,856
LOAD_TRAIN,64,36,2015-09-01T17:33:36.462528,856
NOISE,100,109,2015-09-01T22:06:01.462528,856
DEPART_TRAIN,25,122,2015-09-02T11:29:00.713679,856
NOISE,74,-3,2015-09-03T04:37:28.713679,856
NOISE,19,5,2015-05-13T08:16:45.807975,857
UNLOAD_SHIP,-205,-37,2015-05-13T10:22:43.776532,857
LOAD_TRAIN,98,-12,2015-05-16T12:33:03.318563,857
DEPART_TRAIN,-38,-102,2015-05-17T05:53:46.727814,857
UNLOAD_SHIP,-156,-61,2015-02-27T13:07:30.901180,858
NOISE,34,-33,2015-02-28T07:08:11.901180,858
LOAD_TRAIN,116,-46,2015-03-02T11:20:04.541829,858
DEPART_TRAIN,28,-105,2015-03-03T06:31:08.752568,858
UNLOAD_SHIP,-299,31,2015-06-28T16:37:41.565490,859
LOAD_TRAIN,140,-9,2015-07-01T17:25:50.791181,859
NOISE,20,7,2015-07-02T05:54:01.791181,859
DEPART_TRAIN,-9,-117,2015-07-02T20:22:36.761573,859
NOISE,103,54,2015-07-03T00:19:30.761573,859
UNLOAD_SHIP,-277,-17,2015-04-02T12:16:23.133940,860
LOAD_TRAIN,102,-30,2015-04-05T13:25:09.066848,860
NOISE,101,-11,2015-04-06T12:01:09.066848,860
DEPART_TRAIN,21,61,2015-04-06T12:47:49.268615,860
NOISE,79,79,2015-04-06T20:15:38.268615,860
UNLOAD_SHIP,-186,18,2015-03-12T15:27:56.751145,861
